name,Gun,Knife,Wrench,Pliers,Scissors
N0562730,-1,-1,-1,-1,-1
N0370868,-1,-1,-1,-1,-1
N0725376,-1,-1,-1,-1,-1
N0137208,-1,-1,-1,-1,-1
N0525155,-1,-1,-1,-1,-1
N0749182,-1,-1,-1,-1,-1
N0652020,-1,-1,-1,-1,-1
N0845720,-1,-1,-1,-1,-1
N0419926,-1,-1,-1,-1,-1
N0899834,-1,-1,-1,-1,-1
N0521268,-1,-1,-1,-1,-1
N0950320,-1,-1,-1,-1,-1
N0751571,-1,-1,-1,-1,-1
N0802888,-1,-1,-1,-1,-1
N0653818,-1,-1,-1,-1,-1
N0246484,-1,-1,-1,-1,-1
N0798701,-1,-1,-1,-1,-1
N0381906,-1,-1,-1,-1,-1
N0783005,-1,-1,-1,-1,-1
N0412591,-1,-1,-1,-1,-1
N0144350,-1,-1,-1,-1,-1
N0524800,-1,-1,-1,-1,-1
N0868025,-1,-1,-1,-1,-1
N0758876,-1,-1,-1,-1,-1
N0023534,-1,-1,-1,-1,-1
N0731718,-1,-1,-1,-1,-1
N0925342,-1,-1,-1,-1,-1
N0443849,-1,-1,-1,-1,-1
N0397775,-1,-1,-1,-1,-1
N0486213,-1,-1,-1,-1,-1
N0934348,-1,-1,-1,-1,-1
N0319669,-1,-1,-1,-1,-1
N0857541,-1,-1,-1,-1,-1
N0787047,-1,-1,-1,-1,-1
N0000189,-1,-1,-1,-1,-1
N0330328,-1,-1,-1,-1,-1
N0386394,-1,-1,-1,-1,-1
N0347368,-1,-1,-1,-1,-1
N0169495,-1,-1,-1,-1,-1
N0676663,-1,-1,-1,-1,-1
N0306943,-1,-1,-1,-1,-1
N0363937,-1,-1,-1,-1,-1
N0515480,-1,-1,-1,-1,-1
N0169883,-1,-1,-1,-1,-1
N0328385,-1,-1,-1,-1,-1
N1006287,-1,-1,-1,-1,-1
N1037317,-1,-1,-1,-1,-1
N0670120,-1,-1,-1,-1,-1
N0164553,-1,-1,-1,-1,-1
N0639992,-1,-1,-1,-1,-1
N0009989,-1,-1,-1,-1,-1
N0813277,-1,-1,-1,-1,-1
N0166934,-1,-1,-1,-1,-1
N0978402,-1,-1,-1,-1,-1
N0844184,-1,-1,-1,-1,-1
N0001047,-1,-1,-1,-1,-1
N0127792,-1,-1,-1,-1,-1
N0982247,-1,-1,-1,-1,-1
N0870548,-1,-1,-1,-1,-1
N0801518,-1,-1,-1,-1,-1
N0537455,-1,-1,-1,-1,-1
N1041097,-1,-1,-1,-1,-1
N0607305,-1,-1,-1,-1,-1
N1029046,-1,-1,-1,-1,-1
N0144000,-1,-1,-1,-1,-1
N0135014,-1,-1,-1,-1,-1
N0603616,-1,-1,-1,-1,-1
N1027841,-1,-1,-1,-1,-1
N0461409,-1,-1,-1,-1,-1
N0948161,-1,-1,-1,-1,-1
N0975825,-1,-1,-1,-1,-1
N0068184,-1,-1,-1,-1,-1
N0412313,-1,-1,-1,-1,-1
N0030148,-1,-1,-1,-1,-1
N0062105,-1,-1,-1,-1,-1
N0619102,-1,-1,-1,-1,-1
N0067438,-1,-1,-1,-1,-1
N0221684,-1,-1,-1,-1,-1
N0674997,-1,-1,-1,-1,-1
N0526439,-1,-1,-1,-1,-1
N0249417,-1,-1,-1,-1,-1
N0926132,-1,-1,-1,-1,-1
N0823583,-1,-1,-1,-1,-1
N0224936,-1,-1,-1,-1,-1
N0656055,-1,-1,-1,-1,-1
N0293817,-1,-1,-1,-1,-1
N0381504,-1,-1,-1,-1,-1
N0681397,-1,-1,-1,-1,-1
N0623763,-1,-1,-1,-1,-1
N0682537,-1,-1,-1,-1,-1
N0719764,-1,-1,-1,-1,-1
N0087335,-1,-1,-1,-1,-1
N0047697,-1,-1,-1,-1,-1
N0439277,-1,-1,-1,-1,-1
N0444327,-1,-1,-1,-1,-1
N0450884,-1,-1,-1,-1,-1
N0663005,-1,-1,-1,-1,-1
N0959198,-1,-1,-1,-1,-1
N0557199,-1,-1,-1,-1,-1
N0215843,-1,-1,-1,-1,-1
N0879520,-1,-1,-1,-1,-1
N0205864,-1,-1,-1,-1,-1
N0402630,-1,-1,-1,-1,-1
N0394890,-1,-1,-1,-1,-1
N0316368,-1,-1,-1,-1,-1
N0264768,-1,-1,-1,-1,-1
N0622450,-1,-1,-1,-1,-1
N0513502,-1,-1,-1,-1,-1
N0108260,-1,-1,-1,-1,-1
N0847916,-1,-1,-1,-1,-1
N0246566,-1,-1,-1,-1,-1
N0900565,-1,-1,-1,-1,-1
N0219026,-1,-1,-1,-1,-1
N0287624,-1,-1,-1,-1,-1
N0444401,-1,-1,-1,-1,-1
N0901579,-1,-1,-1,-1,-1
N0875874,-1,-1,-1,-1,-1
N0420533,-1,-1,-1,-1,-1
N0789362,-1,-1,-1,-1,-1
N0614305,-1,-1,-1,-1,-1
N0558237,-1,-1,-1,-1,-1
N0190153,-1,-1,-1,-1,-1
N0315016,-1,-1,-1,-1,-1
N0646572,-1,-1,-1,-1,-1
N0993628,-1,-1,-1,-1,-1
N0418191,-1,-1,-1,-1,-1
N0762137,-1,-1,-1,-1,-1
N0163151,-1,-1,-1,-1,-1
N0594701,-1,-1,-1,-1,-1
N0841620,-1,-1,-1,-1,-1
N0775829,-1,-1,-1,-1,-1
N0793756,-1,-1,-1,-1,-1
N0466512,-1,-1,-1,-1,-1
N0864914,-1,-1,-1,-1,-1
N0734163,-1,-1,-1,-1,-1
N0658905,-1,-1,-1,-1,-1
N0728212,-1,-1,-1,-1,-1
N0853086,-1,-1,-1,-1,-1
N0287313,-1,-1,-1,-1,-1
N0731855,-1,-1,-1,-1,-1
N0537419,-1,-1,-1,-1,-1
N0823239,-1,-1,-1,-1,-1
N0408036,-1,-1,-1,-1,-1
N1006717,-1,-1,-1,-1,-1
N1048833,-1,-1,-1,-1,-1
N0328172,-1,-1,-1,-1,-1
N0728675,-1,-1,-1,-1,-1
N0647626,-1,-1,-1,-1,-1
N0892431,-1,-1,-1,-1,-1
N0762752,-1,-1,-1,-1,-1
N0453854,-1,-1,-1,-1,-1
N0541233,-1,-1,-1,-1,-1
N0052417,-1,-1,-1,-1,-1
N0112567,-1,-1,-1,-1,-1
N0817465,-1,-1,-1,-1,-1
N0337690,-1,-1,-1,-1,-1
N0682157,-1,-1,-1,-1,-1
N0726298,-1,-1,-1,-1,-1
N0379891,-1,-1,-1,-1,-1
N0424953,-1,-1,-1,-1,-1
N0761304,-1,-1,-1,-1,-1
N0879387,-1,-1,-1,-1,-1
N0360802,-1,-1,-1,-1,-1
N0784678,-1,-1,-1,-1,-1
N0993869,-1,-1,-1,-1,-1
N0439729,-1,-1,-1,-1,-1
N0543674,-1,-1,-1,-1,-1
N0199010,-1,-1,-1,-1,-1
N0623389,-1,-1,-1,-1,-1
N0709514,-1,-1,-1,-1,-1
N0740282,-1,-1,-1,-1,-1
N0717102,-1,-1,-1,-1,-1
N0252286,-1,-1,-1,-1,-1
N0822694,-1,-1,-1,-1,-1
N1023375,-1,-1,-1,-1,-1
N1036317,-1,-1,-1,-1,-1
N0260887,-1,-1,-1,-1,-1
N0133286,-1,-1,-1,-1,-1
N0432450,-1,-1,-1,-1,-1
N0901945,-1,-1,-1,-1,-1
N0664505,-1,-1,-1,-1,-1
N0386645,-1,-1,-1,-1,-1
N0233414,-1,-1,-1,-1,-1
N0870770,-1,-1,-1,-1,-1
N0751184,-1,-1,-1,-1,-1
N0487283,-1,-1,-1,-1,-1
N0944774,-1,-1,-1,-1,-1
N0725752,-1,-1,-1,-1,-1
N0566957,-1,-1,-1,-1,-1
N0853335,-1,-1,-1,-1,-1
N0104051,-1,-1,-1,-1,-1
N0437559,-1,-1,-1,-1,-1
N0324732,-1,-1,-1,-1,-1
N0655654,-1,-1,-1,-1,-1
N0551376,-1,-1,-1,-1,-1
N0791715,-1,-1,-1,-1,-1
N0405690,-1,-1,-1,-1,-1
N0097673,-1,-1,-1,-1,-1
N0921749,-1,-1,-1,-1,-1
N0298537,-1,-1,-1,-1,-1
N0399165,-1,-1,-1,-1,-1
N0176356,-1,-1,-1,-1,-1
N0586335,-1,-1,-1,-1,-1
N0572138,-1,-1,-1,-1,-1
N0920513,-1,-1,-1,-1,-1
N0733380,-1,-1,-1,-1,-1
N0672141,-1,-1,-1,-1,-1
N0259337,-1,-1,-1,-1,-1
N0595509,-1,-1,-1,-1,-1
N0002187,-1,-1,-1,-1,-1
N0088668,-1,-1,-1,-1,-1
N0397378,-1,-1,-1,-1,-1
N0588484,-1,-1,-1,-1,-1
N1043171,-1,-1,-1,-1,-1
N0928407,-1,-1,-1,-1,-1
N0410092,-1,-1,-1,-1,-1
N0094457,-1,-1,-1,-1,-1
N0542847,-1,-1,-1,-1,-1
N0256101,-1,-1,-1,-1,-1
N0501542,-1,-1,-1,-1,-1
N0060878,-1,-1,-1,-1,-1
N0752333,-1,-1,-1,-1,-1
N0935709,-1,-1,-1,-1,-1
N0951810,-1,-1,-1,-1,-1
N0174358,-1,-1,-1,-1,-1
N0528999,-1,-1,-1,-1,-1
N0647771,-1,-1,-1,-1,-1
N0687301,-1,-1,-1,-1,-1
N0610409,-1,-1,-1,-1,-1
N0800862,-1,-1,-1,-1,-1
N0941628,-1,-1,-1,-1,-1
N0706483,-1,-1,-1,-1,-1
N0561201,-1,-1,-1,-1,-1
N0328446,-1,-1,-1,-1,-1
N0393645,-1,-1,-1,-1,-1
N0561132,-1,-1,-1,-1,-1
N0238950,-1,-1,-1,-1,-1
N0033113,-1,-1,-1,-1,-1
N0140131,-1,-1,-1,-1,-1
N0789390,-1,-1,-1,-1,-1
N0694532,-1,-1,-1,-1,-1
N0122292,-1,-1,-1,-1,-1
N0637159,-1,-1,-1,-1,-1
N0878645,-1,-1,-1,-1,-1
N0030807,-1,-1,-1,-1,-1
N0155883,-1,-1,-1,-1,-1
N0116946,-1,-1,-1,-1,-1
N0686132,-1,-1,-1,-1,-1
N0367653,-1,-1,-1,-1,-1
N0540991,-1,-1,-1,-1,-1
N0355043,-1,-1,-1,-1,-1
N0189683,-1,-1,-1,-1,-1
N0312707,-1,-1,-1,-1,-1
N0628531,-1,-1,-1,-1,-1
N0189188,-1,-1,-1,-1,-1
N0546827,-1,-1,-1,-1,-1
N0679259,-1,-1,-1,-1,-1
N0264944,-1,-1,-1,-1,-1
N0229377,-1,-1,-1,-1,-1
N0907780,-1,-1,-1,-1,-1
N0824250,-1,-1,-1,-1,-1
N0878193,-1,-1,-1,-1,-1
N0567999,-1,-1,-1,-1,-1
N0492881,-1,-1,-1,-1,-1
N0604081,-1,-1,-1,-1,-1
N0373561,-1,-1,-1,-1,-1
N0374088,-1,-1,-1,-1,-1
N0273767,-1,-1,-1,-1,-1
N0583025,-1,-1,-1,-1,-1
N0381180,-1,-1,-1,-1,-1
N0188381,-1,-1,-1,-1,-1
N0599823,-1,-1,-1,-1,-1
N0135686,-1,-1,-1,-1,-1
N0704633,-1,-1,-1,-1,-1
N0527699,-1,-1,-1,-1,-1
N0240287,-1,-1,-1,-1,-1
N0173066,-1,-1,-1,-1,-1
N0126668,-1,-1,-1,-1,-1
N1003608,-1,-1,-1,-1,-1
N0785961,-1,-1,-1,-1,-1
N0696875,-1,-1,-1,-1,-1
N0466411,-1,-1,-1,-1,-1
N0885797,-1,-1,-1,-1,-1
N0001367,-1,-1,-1,-1,-1
N0405504,-1,-1,-1,-1,-1
N0890548,-1,-1,-1,-1,-1
N0866448,-1,-1,-1,-1,-1
N0157395,-1,-1,-1,-1,-1
N0768975,-1,-1,-1,-1,-1
N0220835,-1,-1,-1,-1,-1
N1000409,-1,-1,-1,-1,-1
N0593866,-1,-1,-1,-1,-1
N0285661,-1,-1,-1,-1,-1
N0903279,-1,-1,-1,-1,-1
N0726934,-1,-1,-1,-1,-1
N0660028,-1,-1,-1,-1,-1
N0460932,-1,-1,-1,-1,-1
N0323639,-1,-1,-1,-1,-1
N0968569,-1,-1,-1,-1,-1
N0708761,-1,-1,-1,-1,-1
N0324233,-1,-1,-1,-1,-1
N0244774,-1,-1,-1,-1,-1
N0089078,-1,-1,-1,-1,-1
N0248229,-1,-1,-1,-1,-1
N0486173,-1,-1,-1,-1,-1
N0766130,-1,-1,-1,-1,-1
N0206004,-1,-1,-1,-1,-1
N0661056,-1,-1,-1,-1,-1
N0126487,-1,-1,-1,-1,-1
N0205431,-1,-1,-1,-1,-1
N0541040,-1,-1,-1,-1,-1
N0707076,-1,-1,-1,-1,-1
N0407530,-1,-1,-1,-1,-1
N0936615,-1,-1,-1,-1,-1
N0010971,-1,-1,-1,-1,-1
N0034690,-1,-1,-1,-1,-1
N0912241,-1,-1,-1,-1,-1
N0078660,-1,-1,-1,-1,-1
N0974547,-1,-1,-1,-1,-1
N0880175,-1,-1,-1,-1,-1
N0951539,-1,-1,-1,-1,-1
N0011451,-1,-1,-1,-1,-1
N0516789,-1,-1,-1,-1,-1
N0425001,-1,-1,-1,-1,-1
N0026213,-1,-1,-1,-1,-1
N0749310,-1,-1,-1,-1,-1
N0639126,-1,-1,-1,-1,-1
N0109700,-1,-1,-1,-1,-1
N0433788,-1,-1,-1,-1,-1
N0127251,-1,-1,-1,-1,-1
N0311320,-1,-1,-1,-1,-1
N0889854,-1,-1,-1,-1,-1
N0939555,-1,-1,-1,-1,-1
N0047084,-1,-1,-1,-1,-1
N1018124,-1,-1,-1,-1,-1
N0560970,-1,-1,-1,-1,-1
N0026656,-1,-1,-1,-1,-1
N0520664,-1,-1,-1,-1,-1
N0577412,-1,-1,-1,-1,-1
N1005335,-1,-1,-1,-1,-1
N0381242,-1,-1,-1,-1,-1
N0601895,-1,-1,-1,-1,-1
N0810077,-1,-1,-1,-1,-1
N0675154,-1,-1,-1,-1,-1
N0451808,-1,-1,-1,-1,-1
N0518098,-1,-1,-1,-1,-1
N0377189,-1,-1,-1,-1,-1
N0697216,-1,-1,-1,-1,-1
N1010746,-1,-1,-1,-1,-1
N0165824,-1,-1,-1,-1,-1
N0245764,-1,-1,-1,-1,-1
N0466108,-1,-1,-1,-1,-1
N0481225,-1,-1,-1,-1,-1
N0062107,-1,-1,-1,-1,-1
N0262456,-1,-1,-1,-1,-1
N0378824,-1,-1,-1,-1,-1
N0128202,-1,-1,-1,-1,-1
N0580594,-1,-1,-1,-1,-1
N0141157,-1,-1,-1,-1,-1
N0312575,-1,-1,-1,-1,-1
N0146276,-1,-1,-1,-1,-1
N0649018,-1,-1,-1,-1,-1
N0944634,-1,-1,-1,-1,-1
N0831221,-1,-1,-1,-1,-1
N0343828,-1,-1,-1,-1,-1
N0726033,-1,-1,-1,-1,-1
N0067976,-1,-1,-1,-1,-1
N0078815,-1,-1,-1,-1,-1
N0182766,-1,-1,-1,-1,-1
N1002415,-1,-1,-1,-1,-1
N0204287,-1,-1,-1,-1,-1
N0824787,-1,-1,-1,-1,-1
N0271486,-1,-1,-1,-1,-1
N1044957,-1,-1,-1,-1,-1
N0147620,-1,-1,-1,-1,-1
N0753267,-1,-1,-1,-1,-1
N0419001,-1,-1,-1,-1,-1
N0193179,-1,-1,-1,-1,-1
N0251921,-1,-1,-1,-1,-1
N0453362,-1,-1,-1,-1,-1
N0336244,-1,-1,-1,-1,-1
N0625896,-1,-1,-1,-1,-1
N0999400,-1,-1,-1,-1,-1
N0059628,-1,-1,-1,-1,-1
N0751858,-1,-1,-1,-1,-1
N1016056,-1,-1,-1,-1,-1
N0926657,-1,-1,-1,-1,-1
N0688213,-1,-1,-1,-1,-1
N0785891,-1,-1,-1,-1,-1
N0718148,-1,-1,-1,-1,-1
N0247589,-1,-1,-1,-1,-1
N0549457,-1,-1,-1,-1,-1
N0045601,-1,-1,-1,-1,-1
N0460125,-1,-1,-1,-1,-1
N0090624,-1,-1,-1,-1,-1
N0120336,-1,-1,-1,-1,-1
N0284763,-1,-1,-1,-1,-1
N0196158,-1,-1,-1,-1,-1
N0003861,-1,-1,-1,-1,-1
N0380223,-1,-1,-1,-1,-1
N0554110,-1,-1,-1,-1,-1
N0166556,-1,-1,-1,-1,-1
N0424284,-1,-1,-1,-1,-1
N0500749,-1,-1,-1,-1,-1
N0849704,-1,-1,-1,-1,-1
N0516661,-1,-1,-1,-1,-1
N0996914,-1,-1,-1,-1,-1
N0172606,-1,-1,-1,-1,-1
N0161588,-1,-1,-1,-1,-1
N0315003,-1,-1,-1,-1,-1
N0171002,-1,-1,-1,-1,-1
N0767265,-1,-1,-1,-1,-1
N0170334,-1,-1,-1,-1,-1
N0584750,-1,-1,-1,-1,-1
N0287234,-1,-1,-1,-1,-1
N0988077,-1,-1,-1,-1,-1
N0093394,-1,-1,-1,-1,-1
N0708347,-1,-1,-1,-1,-1
N0323007,-1,-1,-1,-1,-1
N0881070,-1,-1,-1,-1,-1
N0970695,-1,-1,-1,-1,-1
N0622945,-1,-1,-1,-1,-1
N0739640,-1,-1,-1,-1,-1
N0159402,-1,-1,-1,-1,-1
N0207574,-1,-1,-1,-1,-1
N0139387,-1,-1,-1,-1,-1
N0403357,-1,-1,-1,-1,-1
N0780391,-1,-1,-1,-1,-1
N0616475,-1,-1,-1,-1,-1
N0891115,-1,-1,-1,-1,-1
N0598162,-1,-1,-1,-1,-1
N0263704,-1,-1,-1,-1,-1
N0368695,-1,-1,-1,-1,-1
N0032531,-1,-1,-1,-1,-1
N0521951,-1,-1,-1,-1,-1
N1006885,-1,-1,-1,-1,-1
N0137988,-1,-1,-1,-1,-1
N0843515,-1,-1,-1,-1,-1
N0683879,-1,-1,-1,-1,-1
N0958530,-1,-1,-1,-1,-1
N0189469,-1,-1,-1,-1,-1
N0541181,-1,-1,-1,-1,-1
N0377431,-1,-1,-1,-1,-1
N0035131,-1,-1,-1,-1,-1
N0003473,-1,-1,-1,-1,-1
N0342434,-1,-1,-1,-1,-1
N0890797,-1,-1,-1,-1,-1
N1042198,-1,-1,-1,-1,-1
N1010415,-1,-1,-1,-1,-1
N0787305,-1,-1,-1,-1,-1
N0989446,-1,-1,-1,-1,-1
N0753462,-1,-1,-1,-1,-1
N0386752,-1,-1,-1,-1,-1
N0934776,-1,-1,-1,-1,-1
N1010939,-1,-1,-1,-1,-1
N0309607,-1,-1,-1,-1,-1
N0075746,-1,-1,-1,-1,-1
N0702480,-1,-1,-1,-1,-1
N1010450,-1,-1,-1,-1,-1
N1023380,-1,-1,-1,-1,-1
N0792109,-1,-1,-1,-1,-1
N0117529,-1,-1,-1,-1,-1
N0630197,-1,-1,-1,-1,-1
N0369669,-1,-1,-1,-1,-1
N0890372,-1,-1,-1,-1,-1
N0722590,-1,-1,-1,-1,-1
N0650496,-1,-1,-1,-1,-1
N0010651,-1,-1,-1,-1,-1
N0594831,-1,-1,-1,-1,-1
N0847689,-1,-1,-1,-1,-1
N0344446,-1,-1,-1,-1,-1
N0304009,-1,-1,-1,-1,-1
N0787022,-1,-1,-1,-1,-1
N0380316,-1,-1,-1,-1,-1
N0337742,-1,-1,-1,-1,-1
N0893130,-1,-1,-1,-1,-1
N0989131,-1,-1,-1,-1,-1
N0423038,-1,-1,-1,-1,-1
N0183063,-1,-1,-1,-1,-1
N0135783,-1,-1,-1,-1,-1
N0691219,-1,-1,-1,-1,-1
N0029096,-1,-1,-1,-1,-1
N0721621,-1,-1,-1,-1,-1
N0909307,-1,-1,-1,-1,-1
N0196603,-1,-1,-1,-1,-1
N0936739,-1,-1,-1,-1,-1
N0760369,-1,-1,-1,-1,-1
N0702859,-1,-1,-1,-1,-1
N0685534,-1,-1,-1,-1,-1
N0080234,-1,-1,-1,-1,-1
N0070235,-1,-1,-1,-1,-1
N0832207,-1,-1,-1,-1,-1
N0835943,-1,-1,-1,-1,-1
N0420036,-1,-1,-1,-1,-1
N0069477,-1,-1,-1,-1,-1
N0192578,-1,-1,-1,-1,-1
N0386311,-1,-1,-1,-1,-1
N0247492,-1,-1,-1,-1,-1
N0713077,-1,-1,-1,-1,-1
N0363862,-1,-1,-1,-1,-1
N0699931,-1,-1,-1,-1,-1
N0443748,-1,-1,-1,-1,-1
N0727833,-1,-1,-1,-1,-1
N0107811,-1,-1,-1,-1,-1
N0183709,-1,-1,-1,-1,-1
N0992689,-1,-1,-1,-1,-1
N0201401,-1,-1,-1,-1,-1
N0062759,-1,-1,-1,-1,-1
N0155612,-1,-1,-1,-1,-1
N0270936,-1,-1,-1,-1,-1
N0556614,-1,-1,-1,-1,-1
N0374037,-1,-1,-1,-1,-1
N0852439,-1,-1,-1,-1,-1
N0317888,-1,-1,-1,-1,-1
N0493150,-1,-1,-1,-1,-1
N0777591,-1,-1,-1,-1,-1
N0550698,-1,-1,-1,-1,-1
N0153627,-1,-1,-1,-1,-1
N0303861,-1,-1,-1,-1,-1
N0067341,-1,-1,-1,-1,-1
N0414105,-1,-1,-1,-1,-1
N0799806,-1,-1,-1,-1,-1
N0488949,-1,-1,-1,-1,-1
N1009014,-1,-1,-1,-1,-1
N0229965,-1,-1,-1,-1,-1
N0685894,-1,-1,-1,-1,-1
N0718060,-1,-1,-1,-1,-1
N0284684,-1,-1,-1,-1,-1
N0859814,-1,-1,-1,-1,-1
N0609402,-1,-1,-1,-1,-1
N0674804,-1,-1,-1,-1,-1
N0067090,-1,-1,-1,-1,-1
N0259299,-1,-1,-1,-1,-1
N0725965,-1,-1,-1,-1,-1
N0204423,-1,-1,-1,-1,-1
N0611085,-1,-1,-1,-1,-1
N0161991,-1,-1,-1,-1,-1
N0950775,-1,-1,-1,-1,-1
N0647914,-1,-1,-1,-1,-1
N0128063,-1,-1,-1,-1,-1
N0681919,-1,-1,-1,-1,-1
N0244865,-1,-1,-1,-1,-1
N0235993,-1,-1,-1,-1,-1
N0616020,-1,-1,-1,-1,-1
N0204523,-1,-1,-1,-1,-1
N0296756,-1,-1,-1,-1,-1
N0139496,-1,-1,-1,-1,-1
N0104994,-1,-1,-1,-1,-1
N0051212,-1,-1,-1,-1,-1
N0084478,-1,-1,-1,-1,-1
N0776104,-1,-1,-1,-1,-1
N0599888,-1,-1,-1,-1,-1
N0694576,-1,-1,-1,-1,-1
N0155974,-1,-1,-1,-1,-1
N0233931,-1,-1,-1,-1,-1
N0114864,-1,-1,-1,-1,-1
N0285467,-1,-1,-1,-1,-1
N0843124,-1,-1,-1,-1,-1
N0507645,-1,-1,-1,-1,-1
N0022718,-1,-1,-1,-1,-1
N0574526,-1,-1,-1,-1,-1
N0738869,-1,-1,-1,-1,-1
N0227251,-1,-1,-1,-1,-1
N0438170,-1,-1,-1,-1,-1
N0096682,-1,-1,-1,-1,-1
N1015421,-1,-1,-1,-1,-1
N0312462,-1,-1,-1,-1,-1
N0290063,-1,-1,-1,-1,-1
N0760641,-1,-1,-1,-1,-1
N0623722,-1,-1,-1,-1,-1
N0267635,-1,-1,-1,-1,-1
N0674013,-1,-1,-1,-1,-1
N0944830,-1,-1,-1,-1,-1
N0404761,-1,-1,-1,-1,-1
N0584700,-1,-1,-1,-1,-1
N0290854,-1,-1,-1,-1,-1
N0067043,-1,-1,-1,-1,-1
N0581681,-1,-1,-1,-1,-1
N0358159,-1,-1,-1,-1,-1
N0116967,-1,-1,-1,-1,-1
N0138880,-1,-1,-1,-1,-1
N0265196,-1,-1,-1,-1,-1
N0711360,-1,-1,-1,-1,-1
N0096228,-1,-1,-1,-1,-1
N0418571,-1,-1,-1,-1,-1
N0214811,-1,-1,-1,-1,-1
N0199733,-1,-1,-1,-1,-1
N0293761,-1,-1,-1,-1,-1
N0891714,-1,-1,-1,-1,-1
N0778011,-1,-1,-1,-1,-1
N0504348,-1,-1,-1,-1,-1
N0408356,-1,-1,-1,-1,-1
N0221184,-1,-1,-1,-1,-1
N0556960,-1,-1,-1,-1,-1
N0807820,-1,-1,-1,-1,-1
N0623351,-1,-1,-1,-1,-1
N0988734,-1,-1,-1,-1,-1
N0677710,-1,-1,-1,-1,-1
N0102686,-1,-1,-1,-1,-1
N0622327,-1,-1,-1,-1,-1
N0329013,-1,-1,-1,-1,-1
N0738002,-1,-1,-1,-1,-1
N0034727,-1,-1,-1,-1,-1
N0862251,-1,-1,-1,-1,-1
N0555740,-1,-1,-1,-1,-1
N0069854,-1,-1,-1,-1,-1
N0171101,-1,-1,-1,-1,-1
N0794590,-1,-1,-1,-1,-1
N0547880,-1,-1,-1,-1,-1
N0962019,-1,-1,-1,-1,-1
N0924795,-1,-1,-1,-1,-1
N0630837,-1,-1,-1,-1,-1
N0766173,-1,-1,-1,-1,-1
N0084169,-1,-1,-1,-1,-1
N0543010,-1,-1,-1,-1,-1
N0804815,-1,-1,-1,-1,-1
N0925585,-1,-1,-1,-1,-1
N0172232,-1,-1,-1,-1,-1
N0652402,-1,-1,-1,-1,-1
N0382470,-1,-1,-1,-1,-1
N0801682,-1,-1,-1,-1,-1
N0560862,-1,-1,-1,-1,-1
N0436007,-1,-1,-1,-1,-1
N0479165,-1,-1,-1,-1,-1
N0143765,-1,-1,-1,-1,-1
N0236934,-1,-1,-1,-1,-1
N0844523,-1,-1,-1,-1,-1
N0343010,-1,-1,-1,-1,-1
N0193652,-1,-1,-1,-1,-1
N0874620,-1,-1,-1,-1,-1
N0237069,-1,-1,-1,-1,-1
N0870182,-1,-1,-1,-1,-1
N0024952,-1,-1,-1,-1,-1
N0537971,-1,-1,-1,-1,-1
N0666740,-1,-1,-1,-1,-1
N0677033,-1,-1,-1,-1,-1
N0676249,-1,-1,-1,-1,-1
N0971044,-1,-1,-1,-1,-1
N0975057,-1,-1,-1,-1,-1
N0076916,-1,-1,-1,-1,-1
N0942932,-1,-1,-1,-1,-1
N0381565,-1,-1,-1,-1,-1
N0540701,-1,-1,-1,-1,-1
N0664727,-1,-1,-1,-1,-1
N0471358,-1,-1,-1,-1,-1
N0985815,-1,-1,-1,-1,-1
N0599151,-1,-1,-1,-1,-1
N0702303,-1,-1,-1,-1,-1
N0158484,-1,-1,-1,-1,-1
N1048200,-1,-1,-1,-1,-1
N0570446,-1,-1,-1,-1,-1
N0524009,-1,-1,-1,-1,-1
N0654027,-1,-1,-1,-1,-1
N0831048,-1,-1,-1,-1,-1
N0357118,-1,-1,-1,-1,-1
N0259421,-1,-1,-1,-1,-1
N0316745,-1,-1,-1,-1,-1
N0940008,-1,-1,-1,-1,-1
N1007924,-1,-1,-1,-1,-1
N0337137,-1,-1,-1,-1,-1
N0023288,-1,-1,-1,-1,-1
N0232382,-1,-1,-1,-1,-1
N0843296,-1,-1,-1,-1,-1
N0384784,-1,-1,-1,-1,-1
N0291502,-1,-1,-1,-1,-1
N0798367,-1,-1,-1,-1,-1
N0045759,-1,-1,-1,-1,-1
N0710495,-1,-1,-1,-1,-1
N0674078,-1,-1,-1,-1,-1
N0698264,-1,-1,-1,-1,-1
N0565914,-1,-1,-1,-1,-1
N0113939,-1,-1,-1,-1,-1
N1027023,-1,-1,-1,-1,-1
N0532166,-1,-1,-1,-1,-1
N0948485,-1,-1,-1,-1,-1
N0254846,-1,-1,-1,-1,-1
N0190504,-1,-1,-1,-1,-1
N0039035,-1,-1,-1,-1,-1
N0325071,-1,-1,-1,-1,-1
N0712929,-1,-1,-1,-1,-1
N0254327,-1,-1,-1,-1,-1
N0421849,-1,-1,-1,-1,-1
N0144505,-1,-1,-1,-1,-1
N0297738,-1,-1,-1,-1,-1
N1022538,-1,-1,-1,-1,-1
N0504420,-1,-1,-1,-1,-1
N0024819,-1,-1,-1,-1,-1
N0615819,-1,-1,-1,-1,-1
N0115900,-1,-1,-1,-1,-1
N0325662,-1,-1,-1,-1,-1
N0225284,-1,-1,-1,-1,-1
N0922021,-1,-1,-1,-1,-1
N0494254,-1,-1,-1,-1,-1
N0370446,-1,-1,-1,-1,-1
N0640529,-1,-1,-1,-1,-1
N0485664,-1,-1,-1,-1,-1
N0630633,-1,-1,-1,-1,-1
N0454725,-1,-1,-1,-1,-1
